  S    T    X  AorM Estp gear  speed   steer  brk     enc     alv etx0 etx1
0x53 0x54 0x58 0x01 0x00    2      0 179 253  200          0   66 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 121 252   17          0   67 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 121 252   17          0   68 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  38 252  200          0   69 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  38 252   17          0   70 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 144 252   17          0   71 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 144 252  200          0   72 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 196 253   17          0   73 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 196 253   17          0   74 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  55 255  200          0   75 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  55 255   17          0   76 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 228 255   17          0   77 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 244 255  200          0   78 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 241 255   17          0   79 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 241 255   17          0   80 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 253 255  200          0   81 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 253 255   17          0   82 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 255 255   17          0   83 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 255 255  200          0   84 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   0   0  200          0   85 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   0   0   17          0   86 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   0   0  200          0   88 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   0   0  200          0   89 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   0   0   17          0   90 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 202   0  200          0   91 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 202   0  200          0   92 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 223   0   17          0   93 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 223   0  200          0   94 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 241 255  200          0   95 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 241 255   17          0   96 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  11   0  200          0   97 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  11   0  200          0   98 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   6   0   17          0   99 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   6   0  200          0  100 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   1   0  200          0  101 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   1   0   17          0  102 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   2   0  200          0  103 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   2   0  200          0  104 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   1   0   17          0  105 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   1   0  200          0  106 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   0   0  200          0  107 0x1d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   0   0   17          0  108 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  10 255  200          0  109 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  10 255  200          0  110 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 152 254   17          0  111 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 152 254   17          0  112 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 140 254  200          0  113 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 186 254   17          0  115 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 186 254   17          0  116 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 155 255  200          0  117 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 155 255   17          0  118 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 246 255   17          0  119 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 246 255  200          0  120 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 248 255   17          0  121 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 248 255   17          0  122 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 253 255  200          0  123 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 253 255   17          0  124 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 255 255   17          0  125 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 255 255  200          0  126 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   0   0   17          0  127 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   0   0   17          0  128 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   0   0  200          0  129 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   0   0   17          0  130 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 236   0   17          0  131 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 236   0  200          0  132 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 233   1   17          0  133 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 233   1   17          0  134 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 249   0  200          0  135 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 249   0   17          0  136 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2   4096  26   0   17          0  137 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  26   0  200          0  138 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  19   0  200          0  139 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  19   0   17          0  140 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   4   0  200          0  142 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   2   0  200          0  143 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   2   0   17          0  144 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 223   0  200          0  145 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 223   0  200          0  146 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 219   0   17          0  147 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 219   0  200          0  148 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 248 255  200          0  149 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 248 255   17          0  150 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  34 255  200          0  151 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  34 255  216          0  152 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  32 254   17          0  153 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  32 254  200          0  154 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   9 255    1          0  155 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   9 255   17          0  156 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 233 255  200          0  157 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 233 255    1          0  158 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  26   1   17          0  159 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  26   1  200          0  160 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 234   0    1          0  161 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 234   0   17          0  162 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 252 255  200          0  163 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 252 255    1          0  164 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  14   0   17          0  165 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  14   0   17          0  166 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  10   0  200          0  167 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   2   0   17          0  169 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   2   0   17          0  170 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   1   0  200          0  171 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   1   0   17          0  172 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  27   1   17          0  173 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  27   1  200          0  174 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 238   0   17          0  175 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 238   0   17          0  176 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 251 255  200          0  177 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 251 255   17          0  178 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  41 255   17          0  179 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  41 255  200          0  180 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 163 254   17          0  181 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 163 254   17          0  182 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 161 255  200          0  183 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 161 255   17          0  184 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 243 255   17          0  185 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 243 255  200          0  186 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 203   0   17          0  187 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 203   0   17          0  188 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 112   0  200          0  189 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 112   0   17          0  190 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 252 255   17          0  191 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 252 255  200          0  192 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   8   0  200          0  193 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   8   0   17          0  194 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   8   0  200          0  196 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x10    2      0   3   0  200          0  197 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   3   0   17          0  198 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   1   0  200          0  199 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   1   0  200          0  200 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 206   0   17          0  201 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 206   0  200          0  202 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 243   0  200          0  203 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 243   0   17          0  204 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 253 255  200          0  205 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 253 255  200          0  206 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  43 255   17          0  207 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  43 255  200          0  208 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 159 254  200          0  209 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 159 254   17          0  210 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 178 255  200          0  211 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 162 255  200          0  212 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 243 255   17          0  213 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 243 255  200          0  214 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 200   0  200          0  215 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 200   0   17          0  216 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 198   0  200          0  217 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 198   0  200          0  218 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 251 255   17          0  219 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 251 255   17          0  220 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   7   0  200          0  221 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   7   0   17          0  223 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   7   0   17          0  224 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   5   0  200          0  225 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   5   0   17          0  226 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   1   0   17          0  227 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0   1   0  200          0  228 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 203   0   17          0  229 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 203   0   17          0  230 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 119   0  200          0  231 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 119   0   17          0  232 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 177 254   17          0  233 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0 177 254  200          0  234 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  84 253   17          0  235 0x0d 0x0a 
0x53 0x54 0x58 0x01 0x00    2      0  84 253   17          0  236 0x0d 0x0a 
